Field1_text,Field1_links,Textbox_value,Text,Text1,Text2,Text3,Text4,Text5,Text6,Text7,Text8,Text9,Text10
合租·农光南路3居室-东卧,https://www.ziroom.com/x/625537158.html,3100,约13.2㎡,朝东,3室1厅,12/18,有,农光南路,2000,塔楼,集体供暖,30%,0.2
合租·卡布其诺3居室-南卧,https://www.ziroom.com/x/787988215.html,3900,15.8㎡,朝南,3室1厅,3/9,有,卡布其诺,2004,板楼,集体供暖,35%,0.2
合租·百环家园3居室-西卧,https://www.ziroom.com/x/690857607.html,3700,约11.83㎡,朝西,3室1厅,25/28,有,百环家园,2003,塔楼,集体供暖,30%,2.9
合租·延静里中街3号院5居室-东卧,https://www.ziroom.com/x/615167361.html,3100,约13.5㎡,朝东,5室1厅,13/21,有,延静里中街3号院,2009,塔楼,集体供暖,30%,2.9
合租·美然动力A2区5居室-南卧,https://www.ziroom.com/x/732157925.html,3400,19.6㎡,朝南,5室1厅,7/10,有,美然动力A2区,2003,板楼,集体供暖,30%,0.2
合租·世安家园3居室-南卧,https://www.ziroom.com/x/761766884.html,3100,约10.1㎡,朝南,3室1厅,4/6,无,世安家园,1999,板楼,壁挂炉,30%,0.35
合租·北京像素南区3居室-南卧,https://www.ziroom.com/x/710135530.html,3400,13.5㎡,朝南,3室1厅,15/16,有,北京像素南区,2012,塔板结合,集体供暖,30%,3.32
合租·华严北里小区3居室-东卧,https://www.ziroom.com/x/622561113.html,3100,约6.6㎡,朝东,3室1厅,3/18,有,华严北里小区,1995,塔楼,集体供暖,30%,2
合租·小黄庄前街3号院3居室-南卧,https://www.ziroom.com/x/789667188.html,4100,14.1㎡,朝南,3室1厅,1/5,无,小黄庄前街3号院,1976,板楼,集体供暖,10%,2.6
合租·金都杭城西区4居室-北卧,https://www.ziroom.com/x/725763879.html,3400,19.6㎡,朝北,4室1厅,4/20,有,金都杭城西区,2007,塔板结合,独立供暖,30%,2.86
合租·农光里4居室-北卧,https://www.ziroom.com/x/741168255.html,3100,约13.5㎡,朝北,4室2厅,6/6,无,农光里,1996,板楼,集体供暖,30%,0.2
合租·南湖东园一区3居室-东卧,https://www.ziroom.com/x/767880794.html,3600,13.9㎡,朝东,3室1厅,10/28,有,南湖东园一区,1999,塔楼,集体供暖,35%,2.8
合租·安苑里3居室-北卧,https://www.ziroom.com/x/807416003.html,3400,8.2㎡,朝北,3室1厅,2/6,无,安苑里,1994,板楼,集体供暖,30%,2.3
合租·科学园南里四区3居室-南卧,https://www.ziroom.com/x/744728446.html,4100,14.2㎡,朝南,3室1厅,1/7,无,科学园南里四区,1994,板楼,集体供暖,30%,2.9
合租·利泽西园3居室-西卧,https://www.ziroom.com/x/747699750.html,3600,10.7㎡,朝西,3室1厅,4/24,有,利泽西园,2002,塔楼,集体供暖,36%,2.58
合租·石佛营东里小区3居室-南卧,https://www.ziroom.com/x/784042837.html,3400,15.5㎡,朝南,3室1厅,7/13,有,石佛营东里小区,2014,塔板结合,集体供暖,30%,1.5
合租·嘉铭桐城E区3居室-西卧,https://www.ziroom.com/x/784369145.html,3600,11.2㎡,朝西,3室1厅,2/11,有,嘉铭桐城E区,2006,板楼,壁挂炉,30%,2.3
合租·朝庭公寓4居室-东南卧,https://www.ziroom.com/x/767675833.html,4100,11.3㎡,朝东南,4室1厅,25/27,有,朝庭公寓,2007,塔板结合,壁挂炉,30%,4.17
合租·国美第一城2号院4居室-西卧,https://www.ziroom.com/x/622639876.html,3900,16.6㎡,朝西,4室1厅,19/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·农光东里3居室-东卧,https://www.ziroom.com/x/780189221.html,3800,15.7㎡,朝东,3室1厅,9/14,有,农光东里,1998,塔板结合,集体供暖,30%,0.2
合租·和平街十三区3居室-南卧,https://www.ziroom.com/x/764766027.html,3600,11.3㎡,朝南,3室1厅,4/5,无,和平街十三区,2000,板楼,集体供暖,35%,6.13
合租·黄寺后身36号院3居室-东卧,https://www.ziroom.com/x/776513794.html,3900,12.5㎡,朝东,3室1厅,3/6,无,黄寺后身36号院,1980,板楼,集体供暖,15%,2.0
合租·兴隆家园3居室-南卧,https://www.ziroom.com/x/785017008.html,3400,15.6㎡,朝南,3室1厅,21/24,有,兴隆家园,2002,塔楼,集体供暖,35%,2.8
合租·通惠家园4居室-北卧,https://www.ziroom.com/x/510819055.html,3100,约15.3㎡,朝北,4室1厅,16/24,有,通惠家园,2001,塔楼,集体供暖,31%,0.2
合租·南十里居10号院2居室-南卧,https://www.ziroom.com/x/796603270.html,4100,13.5㎡,朝南,2室1厅,5/5,无,南十里居10号院,2000,板楼,集体供暖,30%,1.8
合租·八里庄北里小区2居室-南卧,https://www.ziroom.com/x/632616855.html,3400,13.94㎡,朝南,2室1厅,5/6,无,八里庄北里小区,1997,板楼,集体供暖,40%,2.3
合租·朝阳门南大街3居室-东卧,https://www.ziroom.com/x/692163677.html,3600,14.7㎡,朝东,3室1厅,5/16,有,朝阳门南大街,1984,塔楼,集体供暖,30%,0.4
合租·丰和园3居室-北卧,https://www.ziroom.com/x/737511161.html,3900,12㎡,朝北,3室1厅,21/26,有,丰和园,2009,板楼,集体供暖,35%,3.2
合租·沿海赛洛城七期4居室-南卧,https://www.ziroom.com/x/746485407.html,3800,26.2㎡,朝南,4室1厅,3/18,有,沿海赛洛城七期,2010,板楼,集体供暖,30%,2.64
合租·农光里3居室-北卧,https://www.ziroom.com/x/634904970.html,3100,约14.5㎡,朝北,3室1厅,17/22,有,农光里,1995,塔楼,独立供暖,30%,0.2
合租·澳洲康都3居室-东卧,https://www.ziroom.com/x/745343814.html,3600,12㎡,朝东,3室1厅,10/17,有,澳洲康都,2006,塔板结合,中央供暖,30%,3.36
合租·梵谷水郡2居室-北卧,https://www.ziroom.com/x/765051983.html,3100,约9㎡,朝北,2室1厅,21/24,有,梵谷水郡,2008,塔楼,集体供暖,33%,2.6
合租·金海国际南区4居室-东卧,https://www.ziroom.com/x/709898559.html,3400,14.5㎡,朝东,4室1厅,4/23,有,金海国际南区,2006,塔楼,壁挂炉,31%,1.87
合租·合生国际花园4居室-北卧,https://www.ziroom.com/x/780267015.html,3900,12㎡,朝北,4室2厅,9/17,有,合生国际花园,2008,塔板结合,集体供暖,38%,3.4
合租·道家园3居室-南卧,https://www.ziroom.com/x/807812973.html,3800,15.2㎡,朝南,3室1厅,10/20,有,道家园,1999,塔楼,集体供暖,40%,1.8
合租·润泽公馆3居室-南卧,https://www.ziroom.com/x/723880430.html,4100,,,,,,,,,,,
合租·北京像素北区3居室-东卧,https://www.ziroom.com/x/770674685.html,3100,约11.7㎡,朝东,3室1厅,14/17,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·都会华庭4居室-东卧,https://www.ziroom.com/x/725900552.html,3400,17.2㎡,朝东,4室1厅,15/30,有,都会华庭,2007,塔楼,集体供暖,33%,0.3
合租·高家园三区2居室-西卧,https://www.ziroom.com/x/807857164.html,3600,9.9㎡,朝西,2室1厅,10/16,有,高家园三区,1993,塔楼,集体供暖,30%,3.5
合租·国际港4居室-南卧,https://www.ziroom.com/x/735510342.html,3900,12.4㎡,朝南,4室1厅,14/23,有,国际港,2002,塔板结合,壁挂炉,35%,6.8
合租·风度柏林3居室-北卧,https://www.ziroom.com/x/652848976.html,3100,约10.8㎡,朝北,3室1厅,10/16,有,风度柏林,2008,塔板结合,集体供暖,30%,2.8
合租·安贞里3居室-东卧,https://www.ziroom.com/x/807185507.html,4100,13.1㎡,朝东,3室1厅,1/6,无,安贞里,1990,板楼,集体供暖,21%,2.6
合租·花家地西里一区3居室-东卧,https://www.ziroom.com/x/721520808.html,3600,13㎡,朝东,3室1厅,4/12,有,花家地西里一区,1995,塔板结合,集体供暖,35%,1.2
合租·风度柏林3居室-南卧,https://www.ziroom.com/x/792793983.html,3400,11㎡,朝南,3室1厅,18/22,有,风度柏林,2008,塔楼,集体供暖,30%,2.8
合租·北花园小区2号院4居室-南卧,https://www.ziroom.com/x/788712805.html,3800,13.63㎡,朝南,4室1厅,28/29,有,北花园小区2号院,2013,塔楼,集体供暖,40%,1.5
合租·CBD总部公寓二期3居室-南卧,https://www.ziroom.com/x/710086545.html,3600,10.5㎡,朝南,3室1厅,3/24,有,CBD总部公寓二期,2005,板楼,集体供暖,30%,2.4
合租·芍药居北里3居室-南卧,https://www.ziroom.com/x/755965799.html,3400,12.7㎡,朝南,3室1厅,2/24,有,芍药居北里,2008,塔楼,集体供暖,30%,2.29
,,3800,,,,,,,,,,,
合租·望京西园三区4居室-北卧,https://www.ziroom.com/x/756257672.html,3900,13.5㎡,朝北,4室1厅,16/24,有,望京西园三区,2000,塔板结合,集体供暖,40%,3.5
合租·富力阳光美园3居室-西卧,https://www.ziroom.com/x/744523679.html,3100,约13.6㎡,朝西,3室1厅,18/27,有,富力阳光美园,2010,塔板结合,独立供暖,30%,2.49
合租·望京西园二区3居室-南卧,https://www.ziroom.com/x/660767150.html,3900,12㎡,朝南,3室1厅,12/24,有,望京西园二区,1999,塔楼,集体供暖,40%,2.5
合租·梵谷水郡3居室-东卧,https://www.ziroom.com/x/757911134.html,3400,19.1㎡,朝东,3室1厅,19/24,有,梵谷水郡,2008,塔楼,集体供暖,33%,2.6
合租·圣馨大地4居室-东卧,https://www.ziroom.com/x/790430578.html,3600,9.5㎡,朝东,4室1厅,3/29,有,圣馨大地,2001,塔楼,集体供暖,62%,4.1
合租·六里屯北里3居室-南卧,https://www.ziroom.com/x/741396593.html,3800,12.9㎡,朝南,3室1厅,2/6,无,六里屯北里,1987,板楼,集体供暖,35%,2
合租·枣营北里3居室-北卧,https://www.ziroom.com/x/736630401.html,3600,11.6㎡,朝北,3室1厅,9/18,有,枣营北里,1989,塔楼,集体供暖,10%,0.2
合租·芳草地西街3居室-东卧,https://www.ziroom.com/x/794527858.html,3900,14.1㎡,朝东,3室1厅,1/5,无,芳草地西街,1984,板楼,集体供暖,5%,0.3
合租·八里庄东里2居室-南卧,https://www.ziroom.com/x/783171292.html,3400,14.15㎡,朝南,2室1厅,5/5,无,八里庄东里,1980,板楼,集体供暖,30%,2
合租·呼家楼新街大院3居室-北卧,https://www.ziroom.com/x/557620035.html,3100,约9㎡,朝北,3室1厅,12/18,有,呼家楼新街大院,1980,塔楼,集体供暖,30%,0.22
合租·光熙门北里3居室-南卧,https://www.ziroom.com/x/729803056.html,3800,14.7㎡,朝南,3室1厅,6/6,无,光熙门北里,1991,板楼,集体供暖,40%,0.3
合租·望京花园西区3居室-东卧,https://www.ziroom.com/x/807883918.html,3600,9.3㎡,朝东,3室2厅,10/24,有,望京花园西区,2002,塔楼,集体供暖,30%,3.3
合租·中鑫嘉园3居室-西卧,https://www.ziroom.com/x/718572687.html,3900,11.2㎡,朝西,3室1厅,14/26,有,中鑫嘉园,1993,塔楼,独立供暖,30%,3
合租·朝阳旺角3居室-南卧,https://www.ziroom.com/x/757859239.html,3100,约17㎡,朝南,3室1厅,3/6,无,朝阳旺角,2006,板楼,集体供暖,30%,2.8
合租·嘉铭桐城C区4居室-北卧,https://www.ziroom.com/x/612448542.html,3400,,,,,,,,,,,
合租·沿海赛洛城七期4居室-南卧,https://www.ziroom.com/x/787081168.html,3400,,,,,,,,,,,
合租·东大桥东里3居室-南卧,https://www.ziroom.com/x/640276806.html,3400,,,,,,,,,,,
合租·将府家园4居室-北卧,https://www.ziroom.com/x/735164828.html,3100,,,,,,,,,,,
合租·珠江罗马嘉园西区4居室-西卧,https://www.ziroom.com/x/739224375.html,3800,14.1㎡,朝西,4室1厅,15/17,有,珠江罗马嘉园西区,2008,板楼,集体供暖,30%,2.93
合租·柴家湾3居室-东卧,https://www.ziroom.com/x/654992526.html,3400,,,,,,,,,,,
合租·华腾园3居室-东卧,https://www.ziroom.com/x/622449449.html,3400,,,,,,,,,,,
合租·花家地南里3居室-东南卧,https://www.ziroom.com/x/787589545.html,3900,13.3㎡,朝东南,3室1厅,4/12,有,花家地南里,1993,塔板结合,集体供暖,35%,5
合租·芳园里2居室-北卧,https://www.ziroom.com/x/764278990.html,3400,,,,,,,,,,,
合租·光华里社区2居室-北卧,https://www.ziroom.com/x/729345701.html,3600,11.2㎡,朝北,2室1厅,4/4,无,光华里社区,1999,板楼,壁挂炉,30%,4.9
合租·京棉新城3居室-北卧,https://www.ziroom.com/x/784952600.html,3400,,,,,,,,,,,
合租·方舟苑一期3居室-东卧,https://www.ziroom.com/x/778343699.html,3400,,,,,,,,,,,
合租·锦绣馨园4居室-东卧,https://www.ziroom.com/x/512542271.html,3400,,,,,,,,,,,
合租·安贞西里2居室-北卧,https://www.ziroom.com/x/778549824.html,3900,9.8㎡,朝北,2室1厅,4/6,无,安贞西里,1992,板楼,集体供暖,20%,2.6
合租·时代国际嘉园3居室-东卧,https://www.ziroom.com/x/807984760.html,3800,11.5㎡,朝东,3室1厅,8/19,有,时代国际嘉园,2007,塔板结合,集体供暖,36%,2.6
合租·珠江绿洲3居室-东南卧,https://www.ziroom.com/x/759161949.html,3100,约13.5㎡,朝东南,3室1厅,1/31,有,珠江绿洲,2007,塔楼,集体供暖,60%,0.3
合租·工体东路3居室-东卧,https://www.ziroom.com/x/656160013.html,3400,,,,,,,,,,,
合租·南湖渠西里3居室-东南卧,https://www.ziroom.com/x/786161511.html,3600,,,,,,,,,,,
合租·将府家园3居室-东卧,https://www.ziroom.com/x/719109291.html,3600,,,,,,,,,,,
合租·光华路3居室-西卧,https://www.ziroom.com/x/755894698.html,3600,,,,,,,,,,,
合租·望京西园一区3居室-南卧,https://www.ziroom.com/x/724870994.html,3600,,,,,,,,,,,
合租·向军南里3居室-南卧,https://www.ziroom.com/x/613758600.html,3400,,,,,,,,,,,
合租·华腾园3居室-西南卧,https://www.ziroom.com/x/723112287.html,3900,16.5㎡,朝西南,3室1厅,18/28,有,华腾园,2003,塔楼,集体供暖,40%,2.1
合租·千鹤家园4居室-西卧,https://www.ziroom.com/x/795582442.html,3800,11.7㎡,朝西,4室1厅,13/25,有,千鹤家园,2003,塔楼,集体供暖,30%,2.8
合租·酒仙桥7号院2居室-北卧,https://www.ziroom.com/x/669585615.html,3600,,,,,,,,,,,
合租·望京新城3居室-西南卧,https://www.ziroom.com/x/651262749.html,3600,,,,,,,,,,,
合租·柳芳南里3居室-南卧,https://www.ziroom.com/x/650864946.html,3400,,,,,,,,,,,
合租·艺水芳园4居室-南卧,https://www.ziroom.com/x/716410751.html,3600,,,,,,,,,,,
合租·红庙北里3居室-南卧,https://www.ziroom.com/x/743494994.html,3600,,,,,,,,,,,
合租·电子城小区4居室-西卧,https://www.ziroom.com/x/725140266.html,3100,约11.9㎡,朝西,4室1厅,19/25,有,电子城小区,2001,塔楼,集体供暖,37%,2.9
合租·南湖中园二区3居室-南卧,https://www.ziroom.com/x/807336245.html,3600,,,,,,,,,,,
合租·望京新城4居室-西北卧,https://www.ziroom.com/x/717552247.html,3600,,,,,,,,,,,
合租·华严北里小区3居室-东卧,https://www.ziroom.com/x/765916350.html,3600,,,,,,,,,,,
合租·慧忠里3居室-南卧,https://www.ziroom.com/x/773997711.html,3600,,,,,,,,,,,
合租·农展南里4居室-东卧,https://www.ziroom.com/x/785964989.html,3600,,,,,,,,,,,
合租·远洋天地二期4居室-北卧,https://www.ziroom.com/x/750589089.html,3900,20.8㎡,朝北,4室1厅,24/30,有,远洋天地二期,2006,塔楼,集体供暖,32%,0.3
合租·大山子北里2居室-南卧,https://www.ziroom.com/x/714396643.html,3800,14.7㎡,朝南,2室1厅,4/6,无,大山子北里,1984,板楼,集体供暖,20%,3.2
合租·新源街3居室-南卧,https://www.ziroom.com/x/808121967.html,3600,,,,,,,,,,,
合租·百子湾家园一区3居室-南卧,https://www.ziroom.com/x/765928184.html,3800,20.25㎡,朝南,3室1厅,8/16,有,百子湾家园一区,2006,塔板结合,集体供暖,31%,2.54
合租·和平街十一区3居室-西卧,https://www.ziroom.com/x/767484937.html,3900,14.6㎡,朝西,3室1厅,13/21,有,和平街十一区,2000,塔楼,集体供暖,30%,3.0
合租·花家地北里2居室-东卧,https://www.ziroom.com/x/808145067.html,3600,,,,,,,,,,,
合租·核桃园北里3居室-北卧,https://www.ziroom.com/x/808156680.html,3600,,,,,,,,,,,
合租·安华里社区2居室-南卧,https://www.ziroom.com/x/735030774.html,3900,15.4㎡,朝南,2室1厅,18/18,有,安华里社区,1990,塔楼,集体供暖,25%,2.6
合租·大山子西里2居室-南卧,https://www.ziroom.com/x/780311829.html,4100,16.4㎡,朝南,2室1厅,2/6,无,大山子西里,1995,板楼,集体供暖,30%,3.2
合租·望京花园西区3居室-南卧,https://www.ziroom.com/x/751801589.html,3800,12.4㎡,朝南,3室1厅,1/5,无,望京花园西区,2002,板楼,集体供暖,30%,3.3
合租·望京新城4居室-西南卧,https://www.ziroom.com/x/626358686.html,3900,12.8㎡,朝西南,4室1厅,21/27,有,望京新城,1998,塔楼,集体供暖,40%,2.1
合租·方华苑4居室-南卧,https://www.ziroom.com/x/732170438.html,3800,14.4㎡,朝南,4室1厅,22/22,有,方华苑,2007,塔楼,集体供暖,33%,1.3
合租·万象新天天际高尔夫4居室-南卧,https://www.ziroom.com/x/532848805.html,4100,19.5㎡,朝南,4室1厅,2/6,无,万象新天天际高尔夫,2008,板楼,集体供暖,31%,1.4
合租·九台2000家园3居室-东卧,https://www.ziroom.com/x/792073370.html,3900,12.21㎡,朝东,3室1厅,11/27,有,九台2000家园,2003,塔楼,独立供暖,35%,3.4
合租·望京新城3居室-东南卧,https://www.ziroom.com/x/732498298.html,4100,15㎡,朝东南,3室1厅,30/31,有,望京新城,1998,塔楼,集体供暖,40%,2.1
合租·现代城4居室-东卧,https://www.ziroom.com/x/716495723.html,3800,12.5㎡,朝东,4室1厅,24/28,有,现代城,2001,塔楼,集体供暖,40%,
合租·现代城4居室-东卧,https://www.ziroom.com/x/807914753.html,3900,11㎡,朝东,4室2厅,24/28,有,现代城,2001,塔楼,集体供暖,40%,
合租·华严北里小区3居室-北卧,https://www.ziroom.com/x/721800556.html,4100,18.1㎡,朝北,3室1厅,1/6,无,华严北里小区,1995,板楼,集体供暖,30%,2
合租·望京花园东区3居室-东卧,https://www.ziroom.com/x/789203140.html,3900,12.5㎡,朝东,3室1厅,19/27,有,望京花园东区,2004,塔楼,集体供暖,30%,3.36
合租·甜水园北里3居室-东卧,https://www.ziroom.com/x/751035483.html,3800,14.4㎡,朝东,3室1厅,11/18,有,甜水园北里,1990,塔楼,集体供暖,30%,3.2
合租·光辉里小区3居室-东北卧,https://www.ziroom.com/x/808168335.html,3900,约15.54㎡,朝东北,3室1厅,5/14,有,光辉里小区,1989,塔楼,集体供暖,30%,1.5
欢乐谷自如寓·一居至纯,https://www.ziroomapartment.com/houseType/getDetail/ff80808148e981940148e9b1045c001f.html,4100,19.0㎡,多种朝向,1室0厅1卫,7,有,欢乐谷LOFT自如寓,,,,,
合租·安贞西里3居室-北卧,https://www.ziroom.com/x/807883617.html,3800,10.5㎡,朝北,3室1厅,5/6,无,安贞西里,1992,板楼,集体供暖,20%,2.6
合租·北苑家园茉藜园3居室-西南卧,https://www.ziroom.com/x/714902207.html,4100,13.4㎡,朝西南,3室1厅,3/26,有,北苑家园茉藜园,2005,塔楼,集体供暖,50%,2
合租·北苑家园清友园3居室-东南卧,https://www.ziroom.com/x/808111327.html,3900,约17㎡,朝东南,3室1厅,17/25,有,北苑家园清友园,2001,塔楼,集体供暖,40%,2
合租·东大桥路3居室-东卧,https://www.ziroom.com/x/808115023.html,3900,16.01㎡,朝东,3室1厅,4/5,无,东大桥路,1990,板楼,集体供暖,30%,9.7
整租·南平里2室1厅-南,https://www.ziroom.com/x/783663470.html,4100,58㎡,朝南,2室1厅,2/6,无,南平里,1998,板楼,集体供暖,30%,1.5
合租·双花园西里2居室-南卧,https://www.ziroom.com/x/779540000.html,3800,11.7㎡,朝南,2室1厅,2/7,无,双花园西里,1997,板楼,独立供暖,20%,2
合租·方舟苑二期3居室-南卧,https://www.ziroom.com/x/807209489.html,3900,约16.2㎡,朝南,3室1厅,22/24,有,方舟苑二期,2006,塔楼,集体供暖,35%,0.3
合租·紫东苑3居室-南卧,https://www.ziroom.com/x/646369473.html,3100,约13㎡,朝南,3室1厅,9/22,有,紫东苑,2000,塔楼,集体供暖,30%,0.2
合租·上元君庭3居室-西卧,https://www.ziroom.com/x/767343414.html,3900,约19.03㎡,朝西,3室1厅,13/31,有,上元君庭,2008,塔板结合,独立供暖,40%,2.56
合租·将府家园4居室-南卧,https://www.ziroom.com/x/560880438.html,3800,17㎡,朝南,4室2厅,23/25,有,将府家园,2008,塔楼,集体供暖,35%,0.3
合租·广百西路18号院3居室-南卧,https://www.ziroom.com/x/786941585.html,3900,约29.8㎡,朝南,3室1厅,8/10,有,广百西路18号院,2015,板楼,集体供暖,30%,2.15
合租·武圣东里3居室-南卧,https://www.ziroom.com/x/644816147.html,3100,约12.6㎡,朝南,3室1厅,4/6,无,武圣东里,1965,板楼,集体供暖,20%,1.7
合租·麦子店街3居室-北卧,https://www.ziroom.com/x/783965916.html,3400,,,,,,,,,,,
合租·松榆东里3居室-南卧,https://www.ziroom.com/x/734403669.html,3100,约14.3㎡,朝南,3室1厅,4/6,无,松榆东里,2003,板楼,集体供暖,40%,0.2
合租·华严北里小区3居室-南卧,https://www.ziroom.com/x/723008788.html,3400,,,,,,,,,,,
合租·天和人家4居室-北卧,https://www.ziroom.com/x/773768015.html,3900,约10.9㎡,朝北,4室1厅,6/24,有,天和人家,2006,板楼,集体供暖,26%,1.7
合租·核桃园北里3居室-东卧,https://www.ziroom.com/x/713447595.html,3400,,,,,,,,,,,
合租·酒仙桥十街坊2居室-东北卧,https://www.ziroom.com/x/765816052.html,3400,,,,,,,,,,,
合租·驼房营南里3居室-南卧,https://www.ziroom.com/x/785088885.html,3400,,,,,,,,,,,
合租·嘉铭桐城A区3居室-东南卧,https://www.ziroom.com/x/773838922.html,3900,约16.4㎡,朝东南,3室1厅,12/14,有,嘉铭桐城A区,2002,板楼,壁挂炉,30%,2.3
合租·富东嘉园4居室-南卧,https://www.ziroom.com/x/735203337.html,3100,约19.4㎡,朝南,4室1厅,6/7,无,富东嘉园,2007,板楼,壁挂炉,31%,0.2
合租·柏林爱乐四期3居室-南卧,https://www.ziroom.com/x/785756439.html,3400,,,,,,,,,,,
合租·风林绿洲4居室-北卧,https://www.ziroom.com/x/807326508.html,3400,,,,,,,,,,,
合租·工体南路3居室-西卧,https://www.ziroom.com/x/746487541.html,3400,,,,,,,,,,,
合租·工体西里4居室-北卧,https://www.ziroom.com/x/777596896.html,3400,,,,,,,,,,,
合租·工体东路3居室-南卧,https://www.ziroom.com/x/807370510.html,3600,,,,,,,,,,,
合租·百子湾家园三区3居室-南卧,https://www.ziroom.com/x/710288014.html,3100,约20.8㎡,朝南,3室1厅,12/20,有,百子湾家园三区,2006,塔板结合,集体供暖,31%,2.54
合租·光华路3居室-北卧,https://www.ziroom.com/x/784779164.html,3400,,,,,,,,,,,
合租·林奥嘉园3居室-南卧,https://www.ziroom.com/x/762589056.html,3900,约22.72㎡,朝南,3室1厅,3/27,有,林奥嘉园,2014,塔板结合,集体供暖,30%,5.7
合租·金泰先锋北区3居室-西卧,https://www.ziroom.com/x/774246904.html,3600,,,,,,,,,,,
合租·工体东路4居室-西南卧,https://www.ziroom.com/x/614365773.html,3600,,,,,,,,,,,
合租·金泰先锋北区5居室-南卧,https://www.ziroom.com/x/611314953.html,3600,,,,,,,,,,,
合租·北苑家园绣菊园4居室-南卧,https://www.ziroom.com/x/760454765.html,3900,约14.7㎡,朝南,4室1厅,8/25,有,北苑家园绣菊园,2003,塔楼,集体供暖,30%,2
合租·新街坊3居室-南卧,https://www.ziroom.com/x/722752029.html,3100,约10.4㎡,朝南,3室1厅,7/18,有,新街坊,2003,塔板结合,集体供暖,35%,1.13
合租·华严北里小区3居室-南卧,https://www.ziroom.com/x/728475514.html,3600,,,,,,,,,,,
合租·新源西里东街3居室-北卧,https://www.ziroom.com/x/740363834.html,3400,,,,,,,,,,,
合租·丽都壹号6居室-北卧,https://www.ziroom.com/x/792175996.html,3400,,,,,,,,,,,
合租·晨光家园B区4居室-北卧,https://www.ziroom.com/x/650059370.html,3100,约10.8㎡,朝北,4室1厅,21/21,有,晨光家园B区,2006,板楼,集体供暖,30%,0.3
合租·安贞西里3居室-东卧,https://www.ziroom.com/x/712466925.html,3600,,,,,,,,,,,
合租·关东店南街3居室-北卧,https://www.ziroom.com/x/808164261.html,3600,,,,,,,,,,,
合租·梵谷水郡3居室-北卧,https://www.ziroom.com/x/643194028.html,3400,,,,,,,,,,,
合租·百环家园3居室-东卧,https://www.ziroom.com/x/712720192.html,3400,,,,,,,,,,,
合租·华严北里小区3居室-南卧,https://www.ziroom.com/x/622565101.html,3600,,,,,,,,,,,
合租·弘善家园3居室-东卧,https://www.ziroom.com/x/808113574.html,3400,,,,,,,,,,,
合租·国美第一城3号院4居室-南卧,https://www.ziroom.com/x/807927374.html,3600,,,,,,,,,,,
合租·国美第一城3号院3居室-北卧,https://www.ziroom.com/x/807300391.html,3400,,,,,,,,,,,
合租·胜古北里4居室-南卧,https://www.ziroom.com/x/617925063.html,3400,,,,,,,,,,,
合租·北京像素北区3居室-南卧,https://www.ziroom.com/x/744966387.html,3400,,,,,,,,,,,
合租·向军北里2居室-南卧,https://www.ziroom.com/x/641470215.html,3600,,,,,,,,,,,
合租·立城苑4居室-东卧,https://www.ziroom.com/x/756222170.html,3400,,,,,,,,,,,
合租·兴隆家园3居室-南卧,https://www.ziroom.com/x/514177368.html,3100,约11.8㎡,朝南,3室1厅,2/24,有,兴隆家园,2002,塔楼,集体供暖,35%,2.8
合租·南湖东园一区4居室-东卧,https://www.ziroom.com/x/787895677.html,3600,,,,,,,,,,,
合租·关东店南街3居室-北卧,https://www.ziroom.com/x/808164268.html,3600,,,,,,,,,,,
合租·柏林爱乐三期3居室-南卧,https://www.ziroom.com/x/777525892.html,3400,,,,,,,,,,,
合租·紫东苑4居室-东卧,https://www.ziroom.com/x/739267249.html,3400,,,,,,,,,,,
合租·安慧北里逸园3居室-南卧,https://www.ziroom.com/x/748694194.html,3600,,,,,,,,,,,
合租·安贞里3居室-东北卧,https://www.ziroom.com/x/725509351.html,3900,约14.9㎡,朝东北,3室1厅,17/17,有,安贞里,1990,塔楼,集体供暖,21%,2.6
合租·农光里2居室-北卧,https://www.ziroom.com/x/730114911.html,3600,,,,,,,,,,,
合租·北京像素北区3居室-西南卧,https://www.ziroom.com/x/792684470.html,3100,约13.4㎡,朝西南,3室1厅,8/14,有,北京像素北区,2011,塔板结合,集体供暖,40%,2.38
合租·松榆西里3居室-南卧,https://www.ziroom.com/x/405449891.html,3400,,,,,,,,,,,
合租·和平街十五区2号院3居室-东卧,https://www.ziroom.com/x/725254435.html,3100,约9.1㎡,朝东,3室1厅,14/18,有,和平街十五区2号院,1998,塔楼,集体供暖,20%,0.6
合租·望京西园一区4居室-南卧,https://www.ziroom.com/x/748416386.html,3600,,,,,,,,,,,
合租·拂林园3居室-南卧,https://www.ziroom.com/x/655896805.html,3400,,,,,,,,,,,
合租·风度柏林4居室-南卧,https://www.ziroom.com/x/747538342.html,3600,,,,,,,,,,,
合租·美景东方3居室-西南卧,https://www.ziroom.com/x/787766182.html,3400,,,,,,,,,,,
合租·东直门外大街(朝阳）3居室-北卧,https://www.ziroom.com/x/808108436.html,4100,16.6㎡,朝北,3室1厅,8/16,有,东直门外大街(朝阳）,2009,塔楼,集体供暖,10%,4.0
合租·农光里2居室-东卧,https://www.ziroom.com/x/633045565.html,3900,约13.95㎡,朝东,2室1厅,9/12,有,农光里,1996,塔板结合,集体供暖,30%,0.2
